specialty,task_type,task_size,difficulty,user_level,actual_minutes
Artificial Intelligence,Writing Code,5,2,1,105
Artificial Intelligence,Math/Algorithm Review,19,1,2,217
Software Engineering,Debugging,6,1,3,45
Software Engineering,Debugging,15,3,1,583
Artificial Intelligence,Math/Algorithm Review,5,3,1,139
Computer Networks,Security Auditing,1,1,2,8
Computer Networks,Security Auditing,18,2,3,229
Artificial Intelligence,Data Preprocessing,13,1,2,94
Software Engineering,System Design,1,2,1,22
Computer Networks,Reading Protocols,21,2,3,264
Software Engineering,Writing Code,1,2,2,16
Artificial Intelligence,Model Training,9,2,2,137
Computer Networks,Network Troubleshooting,18,2,1,328
Artificial Intelligence,Data Preprocessing,10,1,2,112
Software Engineering,Code Review,6,1,1,81
Computer Networks,Configuring Routers,4,2,1,63
Computer Networks,Security Auditing,1,2,2,17
Computer Networks,Security Auditing,6,2,1,129
Artificial Intelligence,Math/Algorithm Review,22,2,1,527
Software Engineering,Debugging,8,2,3,81
Software Engineering,Reading Documentation,7,2,3,98
Computer Networks,Reading Protocols,19,2,3,199
Artificial Intelligence,Data Preprocessing,17,1,2,118
Software Engineering,Code Review,24,2,2,383
Artificial Intelligence,Data Preprocessing,20,2,2,288
Computer Networks,Security Auditing,20,1,2,147
Artificial Intelligence,Reading Research Papers,7,3,1,177
Computer Networks,Lab Simulation,14,2,3,148
Artificial Intelligence,Reading Research Papers,20,1,1,218
Computer Networks,Lab Simulation,16,3,1,463
Computer Networks,Lab Simulation,20,2,3,243
Computer Networks,Security Auditing,7,3,2,161
Software Engineering,Writing Code,7,1,1,79
Computer Networks,Configuring Routers,5,1,2,40
Artificial Intelligence,Data Preprocessing,7,3,2,163
Computer Networks,Security Auditing,22,2,2,238
Software Engineering,Code Review,12,2,1,215
Computer Networks,Security Auditing,15,2,1,250
Computer Networks,Security Auditing,1,1,3,5
Software Engineering,System Design,9,2,1,177
Software Engineering,Writing Code,15,1,2,190
Artificial Intelligence,Reading Research Papers,16,2,2,280
Computer Networks,Configuring Routers,13,1,3,66
Software Engineering,System Design,3,1,2,28
Artificial Intelligence,Model Training,1,3,1,30
Computer Networks,Security Auditing,23,2,1,553
Computer Networks,Configuring Routers,4,1,1,61
Artificial Intelligence,Model Training,1,1,2,10
Software Engineering,Reading Documentation,9,1,3,58
Computer Networks,Security Auditing,5,2,2,51
Software Engineering,Reading Documentation,5,3,1,131
Software Engineering,Reading Documentation,7,1,1,111
Software Engineering,Reading Documentation,12,1,1,135
Software Engineering,Writing Code,20,3,1,605
Artificial Intelligence,Reading Research Papers,18,1,1,264
Computer Networks,Lab Simulation,14,1,3,96
Computer Networks,Security Auditing,18,2,1,353
Artificial Intelligence,Math/Algorithm Review,16,2,1,285
Computer Networks,Configuring Routers,19,3,2,439
Computer Networks,Lab Simulation,7,2,3,69
Artificial Intelligence,Reading Research Papers,15,2,1,244
Computer Networks,Configuring Routers,5,2,2,64
Software Engineering,System Design,20,2,3,225
Software Engineering,Code Review,5,2,1,125
Software Engineering,System Design,6,1,1,106
Computer Networks,Network Troubleshooting,10,1,2,77
Software Engineering,Code Review,24,2,3,278
Software Engineering,Reading Documentation,23,1,1,367
Artificial Intelligence,Model Training,20,2,1,351
Computer Networks,Configuring Routers,24,2,1,504
Software Engineering,Code Review,24,2,2,395
Software Engineering,Code Review,18,2,1,402
Artificial Intelligence,Math/Algorithm Review,6,2,1,104
Computer Networks,Security Auditing,20,1,1,243
Software Engineering,Reading Documentation,17,1,1,224
Artificial Intelligence,Writing Code,22,2,2,305
Artificial Intelligence,Model Training,22,3,1,717
Software Engineering,Code Review,8,3,2,204
Computer Networks,Security Auditing,9,2,2,112
Artificial Intelligence,Math/Algorithm Review,9,1,1,150
Artificial Intelligence,Data Preprocessing,9,1,2,87
Artificial Intelligence,Math/Algorithm Review,22,2,2,425
Computer Networks,Configuring Routers,14,2,2,202
Artificial Intelligence,Data Preprocessing,2,1,1,33
Software Engineering,Writing Code,15,2,2,217
Computer Networks,Security Auditing,20,1,1,298
Artificial Intelligence,Writing Code,22,2,1,454
Computer Networks,Network Troubleshooting,19,2,1,290
Software Engineering,System Design,22,1,1,297
Computer Networks,Configuring Routers,5,1,2,23
Artificial Intelligence,Data Preprocessing,8,2,2,90
Software Engineering,Code Review,10,1,1,186
Artificial Intelligence,Data Preprocessing,9,2,1,179
Software Engineering,System Design,20,2,3,254
Computer Networks,Network Troubleshooting,3,1,2,27
Software Engineering,Debugging,11,1,3,74
Computer Networks,Configuring Routers,16,1,1,218
Artificial Intelligence,Data Preprocessing,18,1,1,299
Computer Networks,Security Auditing,6,1,2,68
Software Engineering,System Design,7,3,3,121
Computer Networks,Reading Protocols,7,3,1,206
Software Engineering,Reading Documentation,15,2,2,258
Artificial Intelligence,Writing Code,7,2,2,106
Artificial Intelligence,Writing Code,22,2,2,259
Software Engineering,Code Review,6,3,1,175
Software Engineering,Debugging,21,2,2,268
Software Engineering,Debugging,10,3,3,139
Software Engineering,Debugging,16,1,2,140
Computer Networks,Security Auditing,6,2,2,88
Software Engineering,Debugging,4,1,3,19
Software Engineering,Writing Code,24,1,3,183
Artificial Intelligence,Reading Research Papers,24,2,2,314
Software Engineering,System Design,17,2,2,182
Computer Networks,Configuring Routers,8,3,1,221
Artificial Intelligence,Data Preprocessing,18,3,2,413
Software Engineering,Code Review,14,2,3,125
Computer Networks,Reading Protocols,1,3,3,19
Artificial Intelligence,Reading Research Papers,4,3,2,85
Artificial Intelligence,Writing Code,23,3,3,327
Software Engineering,Writing Code,3,1,1,41
Computer Networks,Network Troubleshooting,19,2,3,208
Computer Networks,Security Auditing,6,1,2,66
Artificial Intelligence,Math/Algorithm Review,24,2,1,446
Computer Networks,Security Auditing,8,2,2,119
Software Engineering,Writing Code,9,2,3,67
Computer Networks,Reading Protocols,22,2,1,468
Artificial Intelligence,Writing Code,3,3,2,78
Computer Networks,Reading Protocols,5,2,3,53
Artificial Intelligence,Model Training,16,2,1,313
Software Engineering,Debugging,4,1,1,52
Software Engineering,Reading Documentation,18,1,2,188
Artificial Intelligence,Model Training,18,3,2,335
Software Engineering,Writing Code,7,1,3,52
Software Engineering,Debugging,21,2,2,345
Computer Networks,Reading Protocols,24,1,2,255
Software Engineering,Code Review,20,2,3,186
Artificial Intelligence,Writing Code,13,1,2,128
Software Engineering,Writing Code,3,2,1,56
Artificial Intelligence,Model Training,2,3,1,56
Software Engineering,Reading Documentation,14,2,3,210
Software Engineering,Debugging,2,2,2,31
Software Engineering,System Design,20,2,3,245
Artificial Intelligence,Model Training,4,2,1,46
Software Engineering,System Design,23,1,1,370
Artificial Intelligence,Writing Code,11,1,1,154
Software Engineering,Writing Code,18,3,3,339
Software Engineering,Code Review,15,1,1,194
Artificial Intelligence,Data Preprocessing,6,3,3,84
Artificial Intelligence,Model Training,19,2,2,344
Artificial Intelligence,Model Training,5,2,1,97
Computer Networks,Security Auditing,21,3,1,737
Artificial Intelligence,Math/Algorithm Review,3,2,2,44
Computer Networks,Configuring Routers,23,2,2,379
Software Engineering,System Design,15,2,2,209
Software Engineering,System Design,4,2,1,86
Artificial Intelligence,Math/Algorithm Review,3,1,2,25
Software Engineering,Reading Documentation,21,2,2,266
Artificial Intelligence,Model Training,22,1,2,208
Software Engineering,Code Review,1,1,1,13
Artificial Intelligence,Reading Research Papers,13,2,1,268
Artificial Intelligence,Model Training,15,3,2,404
Software Engineering,Writing Code,1,3,2,21
Artificial Intelligence,Reading Research Papers,14,3,1,476
Computer Networks,Security Auditing,4,2,3,28
Computer Networks,Lab Simulation,5,1,3,41
Artificial Intelligence,Writing Code,6,2,2,94
Software Engineering,Code Review,19,2,1,371
Computer Networks,Security Auditing,21,2,1,380
Artificial Intelligence,Math/Algorithm Review,7,2,2,131
Artificial Intelligence,Math/Algorithm Review,23,2,2,335
Computer Networks,Security Auditing,1,2,3,9
Software Engineering,Code Review,22,3,2,465
Artificial Intelligence,Data Preprocessing,7,2,2,97
Software Engineering,Debugging,19,3,1,715
Artificial Intelligence,Data Preprocessing,13,2,1,250
Artificial Intelligence,Data Preprocessing,22,2,3,260
Software Engineering,System Design,16,2,2,273
Software Engineering,System Design,7,2,1,116
Artificial Intelligence,Math/Algorithm Review,7,2,2,73
Artificial Intelligence,Data Preprocessing,23,3,2,465
Software Engineering,System Design,22,3,2,401
Software Engineering,System Design,5,2,2,75
Software Engineering,Writing Code,6,2,3,69
Software Engineering,Writing Code,22,2,3,281
Artificial Intelligence,Writing Code,24,1,1,242
Software Engineering,Debugging,11,3,1,339
Artificial Intelligence,Writing Code,4,1,2,37
Computer Networks,Reading Protocols,15,3,3,237
Software Engineering,Writing Code,15,2,2,189
Computer Networks,Reading Protocols,10,2,1,224
Software Engineering,System Design,7,3,2,163
Artificial Intelligence,Writing Code,22,1,2,193
Software Engineering,Debugging,10,1,2,109
Artificial Intelligence,Math/Algorithm Review,19,1,2,190
Artificial Intelligence,Reading Research Papers,16,3,2,449
Computer Networks,Lab Simulation,4,1,2,36
Computer Networks,Lab Simulation,4,2,2,55
Software Engineering,Reading Documentation,1,3,2,21
Computer Networks,Network Troubleshooting,21,3,2,453
Computer Networks,Security Auditing,12,1,1,167
Software Engineering,System Design,4,2,1,63
Computer Networks,Reading Protocols,19,2,1,344
Computer Networks,Security Auditing,2,1,2,16
Software Engineering,Code Review,19,2,1,460
Software Engineering,Reading Documentation,11,2,2,129
Artificial Intelligence,Data Preprocessing,22,3,1,714
Computer Networks,Reading Protocols,6,2,2,78
Computer Networks,Network Troubleshooting,7,3,1,231
Software Engineering,Code Review,24,2,1,394
Artificial Intelligence,Data Preprocessing,13,2,3,116
Computer Networks,Lab Simulation,21,1,1,288
Artificial Intelligence,Math/Algorithm Review,4,3,2,77
Artificial Intelligence,Data Preprocessing,14,2,1,242
Computer Networks,Network Troubleshooting,11,1,2,97
Computer Networks,Lab Simulation,4,3,3,62
Software Engineering,Writing Code,5,3,1,141
Computer Networks,Lab Simulation,4,3,3,44
Artificial Intelligence,Writing Code,13,3,1,455
Computer Networks,Configuring Routers,13,1,1,191
Artificial Intelligence,Math/Algorithm Review,1,1,2,9
Computer Networks,Network Troubleshooting,1,3,1,28
Artificial Intelligence,Writing Code,23,3,2,507
Artificial Intelligence,Reading Research Papers,16,2,2,221
Computer Networks,Network Troubleshooting,3,3,2,77
Artificial Intelligence,Data Preprocessing,16,1,3,113
Computer Networks,Configuring Routers,8,2,3,105
Artificial Intelligence,Writing Code,16,1,3,107
Software Engineering,Code Review,5,2,3,49
Software Engineering,Reading Documentation,11,2,2,156
Computer Networks,Reading Protocols,24,3,3,363
Software Engineering,Code Review,20,1,2,182
Artificial Intelligence,Math/Algorithm Review,2,3,2,42
Software Engineering,Reading Documentation,16,2,2,258
Artificial Intelligence,Model Training,13,1,2,118
Computer Networks,Lab Simulation,2,2,1,34
Computer Networks,Reading Protocols,15,2,2,163
Artificial Intelligence,Math/Algorithm Review,7,1,2,82
Artificial Intelligence,Reading Research Papers,22,1,3,167
Artificial Intelligence,Data Preprocessing,10,1,2,104
Software Engineering,Debugging,13,2,2,225
Software Engineering,Code Review,9,2,3,75
Computer Networks,Reading Protocols,15,2,1,373
Software Engineering,Code Review,24,1,3,160
Software Engineering,Code Review,8,1,1,127
Software Engineering,Reading Documentation,12,1,1,139
Computer Networks,Configuring Routers,19,1,1,250
Computer Networks,Network Troubleshooting,2,2,1,32
Computer Networks,Configuring Routers,21,3,2,461
Software Engineering,Code Review,10,2,2,151
Software Engineering,Writing Code,9,2,2,124
Computer Networks,Reading Protocols,16,2,1,326
Software Engineering,System Design,9,3,1,236
Computer Networks,Configuring Routers,4,1,2,41
Computer Networks,Security Auditing,2,2,1,41
Artificial Intelligence,Data Preprocessing,13,2,2,158
Computer Networks,Lab Simulation,16,1,2,162
Artificial Intelligence,Reading Research Papers,10,3,1,348
Software Engineering,Debugging,12,1,2,140
Computer Networks,Network Troubleshooting,12,1,1,149
Software Engineering,Code Review,8,2,2,137
Computer Networks,Reading Protocols,3,2,1,55
Artificial Intelligence,Math/Algorithm Review,16,1,3,85
Software Engineering,Code Review,6,2,2,84
Software Engineering,Reading Documentation,10,1,2,107
Software Engineering,Reading Documentation,17,3,1,498
Software Engineering,Writing Code,21,2,1,439
Computer Networks,Network Troubleshooting,21,2,2,298
Artificial Intelligence,Math/Algorithm Review,22,1,2,248
Software Engineering,System Design,8,2,2,92
Computer Networks,Security Auditing,15,3,2,295
Artificial Intelligence,Model Training,2,1,2,17
Artificial Intelligence,Reading Research Papers,17,2,3,221
Computer Networks,Security Auditing,20,3,2,464
Artificial Intelligence,Model Training,13,3,2,327
Software Engineering,Debugging,18,1,2,172
Software Engineering,Writing Code,12,3,1,413
Computer Networks,Reading Protocols,5,2,2,85
Software Engineering,Reading Documentation,10,2,2,167
Computer Networks,Lab Simulation,20,1,2,172
Computer Networks,Security Auditing,21,1,1,300
Software Engineering,Debugging,14,3,2,336
Software Engineering,Writing Code,24,2,3,208
Artificial Intelligence,Writing Code,9,1,3,52
Computer Networks,Configuring Routers,19,3,3,336
Software Engineering,Reading Documentation,2,2,1,37
Software Engineering,Reading Documentation,19,3,2,416
Artificial Intelligence,Writing Code,12,1,1,141
Software Engineering,System Design,11,2,1,232
Software Engineering,Reading Documentation,21,3,1,637
Software Engineering,Reading Documentation,24,3,1,614
Software Engineering,Writing Code,19,1,3,144
Artificial Intelligence,Reading Research Papers,12,3,1,353
Artificial Intelligence,Writing Code,14,1,1,232
Computer Networks,Reading Protocols,13,3,1,470
Software Engineering,System Design,22,2,2,299
Software Engineering,Writing Code,3,2,2,46
Artificial Intelligence,Reading Research Papers,20,1,1,188
Computer Networks,Lab Simulation,10,2,3,100
Computer Networks,Security Auditing,4,1,3,22
Computer Networks,Lab Simulation,16,1,1,171
Artificial Intelligence,Writing Code,16,1,3,110
Artificial Intelligence,Data Preprocessing,6,1,2,61
Software Engineering,Reading Documentation,19,2,3,223
Software Engineering,Code Review,8,3,3,172
Computer Networks,Security Auditing,3,2,3,26
Computer Networks,Reading Protocols,17,2,2,262
Artificial Intelligence,Reading Research Papers,5,3,1,176
Computer Networks,Security Auditing,8,2,1,181
Software Engineering,Writing Code,8,3,2,185
Artificial Intelligence,Math/Algorithm Review,17,1,3,120
Computer Networks,Lab Simulation,21,1,3,135
Computer Networks,Reading Protocols,6,3,2,115
Artificial Intelligence,Model Training,24,2,3,228
Computer Networks,Lab Simulation,14,1,2,140
Software Engineering,Code Review,9,1,2,106
Computer Networks,Lab Simulation,20,3,1,856
Artificial Intelligence,Model Training,5,2,1,68
Software Engineering,Reading Documentation,19,1,3,119
Computer Networks,Lab Simulation,21,1,1,309
Artificial Intelligence,Reading Research Papers,21,3,3,385
Artificial Intelligence,Data Preprocessing,18,2,1,439
Computer Networks,Configuring Routers,6,1,3,39
Computer Networks,Network Troubleshooting,20,1,1,207
Software Engineering,Reading Documentation,12,2,3,139
Computer Networks,Lab Simulation,3,3,2,75
Artificial Intelligence,Writing Code,3,1,1,34
Artificial Intelligence,Model Training,2,3,2,43
Artificial Intelligence,Reading Research Papers,20,2,2,299
